timestamp,text,developer,model,persona,temperature,trial,Q1value,Q2value,Q3value,Q4value
2025/5/1 14:32,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p3,0.9,5,85.0,20.0,10.0,0.0
2025/5/1 14:32,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p3,0.9,6,85.0,20.0,10.0,0.0
2025/5/1 14:32,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p3,0.9,7,85.0,20.0,10.0,0.0
2025/5/1 14:32,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p3,0.9,8,85.0,20.0,10.0,0.0
2025/5/1 14:32,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p3,0.9,9,85.0,20.0,10.0,0.0
2025/5/1 14:32,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p3,0.9,10,85.0,20.0,10.0,0.0
2025/5/1 14:36,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p4,0.1,1,85.0,20.0,10.0,0.0
2025/5/1 14:36,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p4,0.1,2,85.0,20.0,10.0,0.0
2025/5/1 14:36,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p4,0.1,3,85.0,20.0,10.0,0.0
2025/5/1 14:36,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p4,0.1,4,85.0,20.0,10.0,0.0
2025/5/1 14:37,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p4,0.1,5,85.0,20.0,10.0,0.0
2025/5/1 14:37,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p4,0.1,6,85.0,20.0,10.0,0.0
2025/5/1 14:37,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p4,0.1,7,85.0,20.0,10.0,0.0
2025/5/1 14:37,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p4,0.1,8,85.0,20.0,10.0,0.0
2025/5/1 14:37,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p4,0.1,9,85.0,20.0,10.0,0.0
2025/5/1 14:37,t1,Alibaba,Qwen2.5-VL-7B-Instruct,p4,0.1,10,85.0,20.0,10.0,0.0
2025/5/1 13:28,t1,Alibaba,Qwen3-235B-A22B-FP8,p1,0.7,1,85.0,60.0,10.0,5.0
2025/5/1 13:28,t1,Alibaba,Qwen3-235B-A22B-FP8,p1,0.7,2,75.0,40.0,10.0,5.0
2025/5/1 13:28,t1,Alibaba,Qwen3-235B-A22B-FP8,p1,0.7,3,75.0,30.0,10.0,15.0
2025/5/1 13:29,t1,Alibaba,Qwen3-235B-A22B-FP8,p1,0.7,4,85.0,60.0,10.0,5.0
2025/5/1 13:29,t1,Alibaba,Qwen3-235B-A22B-FP8,p1,0.7,5,70.0,40.0,10.0,25.0
2025/5/1 13:30,t1,Alibaba,Qwen3-235B-A22B-FP8,p1,0.7,6,70.0,40.0,10.0,5.0
2025/5/1 13:30,t1,Alibaba,Qwen3-235B-A22B-FP8,p1,0.7,7,75.0,50.0,10.0,20.0
2025/5/1 13:30,t1,Alibaba,Qwen3-235B-A22B-FP8,p1,0.7,8,,,,
2025/5/1 13:31,t1,Alibaba,Qwen3-235B-A22B-FP8,p1,0.7,9,,,,
2025/5/1 13:31,t1,Alibaba,Qwen3-235B-A22B-FP8,p1,0.7,10,,,,
2025/5/1 13:40,t1,Alibaba,Qwen3-235B-A22B-FP8,p2,0.4,1,70.0,50.0,20.0,10.0
2025/5/1 13:41,t1,Alibaba,Qwen3-235B-A22B-FP8,p2,0.4,2,,,,
2025/5/1 13:41,t1,Alibaba,Qwen3-235B-A22B-FP8,p2,0.4,3,90.0,65.0,15.0,10.0
2025/5/1 13:42,t1,Alibaba,Qwen3-235B-A22B-FP8,p2,0.4,4,,,,
2025/5/1 13:42,t1,Alibaba,Qwen3-235B-A22B-FP8,p2,0.4,5,,,,
2025/5/1 13:42,t1,Alibaba,Qwen3-235B-A22B-FP8,p2,0.4,6,80.0,50.0,10.0,15.0
2025/5/1 13:43,t1,Alibaba,Qwen3-235B-A22B-FP8,p2,0.4,7,85.0,60.0,20.0,10.0
2025/5/1 13:43,t1,Alibaba,Qwen3-235B-A22B-FP8,p2,0.4,8,75.0,60.0,20.0,10.0
2025/5/1 13:44,t1,Alibaba,Qwen3-235B-A22B-FP8,p2,0.4,9,85.0,60.0,10.0,25.0
2025/5/1 13:44,t1,Alibaba,Qwen3-235B-A22B-FP8,p2,0.4,10,85.0,50.0,10.0,15.0
2025/5/1 13:52,t1,Alibaba,Qwen3-235B-A22B-FP8,p3,0.9,1,85.0,70.0,15.0,10.0
2025/5/1 13:52,t1,Alibaba,Qwen3-235B-A22B-FP8,p3,0.9,2,75.0,40.0,15.0,5.0
2025/5/1 13:53,t1,Alibaba,Qwen3-235B-A22B-FP8,p3,0.9,3,85.0,60.0,20.0,10.0
2025/5/1 13:53,t1,Alibaba,Qwen3-235B-A22B-FP8,p3,0.9,4,75.0,60.0,15.0,5.0
2025/5/1 13:53,t1,Alibaba,Qwen3-235B-A22B-FP8,p3,0.9,5,75.0,40.0,10.0,20.0
2025/5/1 13:54,t1,Alibaba,Qwen3-235B-A22B-FP8,p3,0.9,6,70.0,50.0,20.0,10.0
2025/5/1 13:54,t1,Alibaba,Qwen3-235B-A22B-FP8,p3,0.9,7,85.0,60.0,5.0,20.0
2025/5/1 13:54,t1,Alibaba,Qwen3-235B-A22B-FP8,p3,0.9,8,88.0,72.0,15.0,10.0
2025/5/1 13:55,t1,Alibaba,Qwen3-235B-A22B-FP8,p3,0.9,9,85.0,70.0,20.0,10.0
2025/5/1 13:55,t1,Alibaba,Qwen3-235B-A22B-FP8,p3,0.9,10,,,,
2025/5/1 14:02,t1,Alibaba,Qwen3-235B-A22B-FP8,p4,0.1,1,85.0,50.0,20.0,10.0
2025/5/1 14:02,t1,Alibaba,Qwen3-235B-A22B-FP8,p4,0.1,2,80.0,60.0,10.0,20.0
2025/5/1 14:03,t1,Alibaba,Qwen3-235B-A22B-FP8,p4,0.1,3,75.0,50.0,20.0,10.0
2025/5/1 14:03,t1,Alibaba,Qwen3-235B-A22B-FP8,p4,0.1,4,75.0,50.0,20.0,10.0
2025/5/1 14:03,t1,Alibaba,Qwen3-235B-A22B-FP8,p4,0.1,5,75.0,45.0,25.0,10.0
2025/5/1 14:04,t1,Alibaba,Qwen3-235B-A22B-FP8,p4,0.1,6,85.0,60.0,10.0,5.0
2025/5/1 14:04,t1,Alibaba,Qwen3-235B-A22B-FP8,p4,0.1,7,85.0,60.0,20.0,10.0
2025/5/1 14:05,t1,Alibaba,Qwen3-235B-A22B-FP8,p4,0.1,8,85.0,60.0,15.0,10.0
2025/5/1 14:05,t1,Alibaba,Qwen3-235B-A22B-FP8,p4,0.1,9,80.0,60.0,10.0,25.0
2025/5/1 14:05,t1,Alibaba,Qwen3-235B-A22B-FP8,p4,0.1,10,75.0,50.0,10.0,5.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p1,0.7,1,75.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p1,0.7,2,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p1,0.7,3,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p1,0.7,4,70.0,60.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p1,0.7,5,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p1,0.7,6,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p1,0.7,7,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p1,0.7,8,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p1,0.7,9,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p1,0.7,10,75.0,60.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p2,0.4,1,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p2,0.4,2,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p2,0.4,3,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p2,0.4,4,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p2,0.4,5,70.0,40.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p2,0.4,6,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p2,0.4,7,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p2,0.4,8,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p2,0.4,9,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p2,0.4,10,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p3,0.9,1,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p3,0.9,2,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p3,0.9,3,70.0,60.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p3,0.9,4,75.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p3,0.9,5,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p3,0.9,6,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p3,0.9,7,70.0,60.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p3,0.9,8,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p3,0.9,9,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p3,0.9,10,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p4,0.1,1,70.0,40.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p4,0.1,2,70.0,60.0,10.0,5.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p4,0.1,3,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p4,0.1,4,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p4,0.1,5,70.0,40.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p4,0.1,6,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p4,0.1,7,70.0,40.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p4,0.1,8,70.0,40.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p4,0.1,9,70.0,50.0,20.0,10.0
2025/5/1 12:52,t1,Anthropic,claude-3-5-haiku-20241022,p4,0.1,10,70.0,50.0,20.0,10.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p1,0.7,1,85.0,70.0,20.0,30.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p1,0.7,2,85.0,70.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p1,0.7,3,85.0,70.0,20.0,30.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p1,0.7,4,85.0,70.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p1,0.7,5,85.0,70.0,20.0,30.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p1,0.7,6,85.0,70.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p1,0.7,7,85.0,70.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p1,0.7,8,85.0,70.0,20.0,10.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p1,0.7,9,85.0,70.0,20.0,30.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p1,0.7,10,85.0,70.0,20.0,30.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p2,0.4,1,85.0,70.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p2,0.4,2,85.0,70.0,20.0,10.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p2,0.4,3,85.0,70.0,30.0,20.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p2,0.4,4,85.0,70.0,30.0,20.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p2,0.4,5,85.0,70.0,20.0,10.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p2,0.4,6,85.0,70.0,30.0,20.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p2,0.4,7,85.0,70.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p2,0.4,8,85.0,70.0,30.0,20.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p2,0.4,9,85.0,70.0,30.0,20.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p2,0.4,10,85.0,70.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p3,0.9,1,85.0,70.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p3,0.9,2,85.0,70.0,20.0,30.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p3,0.9,3,85.0,70.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p3,0.9,4,85.0,70.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p3,0.9,5,85.0,70.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p3,0.9,6,85.0,70.0,20.0,10.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p3,0.9,7,85.0,70.0,20.0,10.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p3,0.9,8,85.0,70.0,30.0,20.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p3,0.9,9,85.0,70.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p3,0.9,10,85.0,70.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p4,0.1,1,85.0,60.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p4,0.1,2,85.0,70.0,20.0,30.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p4,0.1,3,85.0,60.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p4,0.1,4,85.0,60.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p4,0.1,5,85.0,70.0,20.0,30.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p4,0.1,6,85.0,60.0,20.0,15.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p4,0.1,7,85.0,70.0,20.0,30.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p4,0.1,8,85.0,60.0,20.0,10.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p4,0.1,9,85.0,70.0,20.0,30.0
2025/5/1 12:47,t1,Anthropic,claude-3-5-sonnet-20241022,p4,0.1,10,85.0,70.0,20.0,15.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p1,0.7,1,70.0,40.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p1,0.7,2,70.0,30.0,10.0,50.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p1,0.7,3,80.0,60.0,20.0,70.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p1,0.7,4,70.0,40.0,20.0,50.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p1,0.7,5,80.0,60.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p1,0.7,6,80.0,50.0,30.0,60.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p1,0.7,7,80.0,50.0,20.0,70.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p1,0.7,8,80.0,60.0,30.0,40.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p1,0.7,9,70.0,60.0,30.0,50.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p1,0.7,10,80.0,60.0,30.0,40.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p2,0.4,1,80.0,60.0,30.0,70.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p2,0.4,2,80.0,60.0,30.0,70.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p2,0.4,3,80.0,60.0,30.0,40.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p2,0.4,4,80.0,60.0,30.0,70.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p2,0.4,5,80.0,60.0,30.0,70.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p2,0.4,6,80.0,60.0,30.0,40.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p2,0.4,7,80.0,60.0,30.0,70.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p2,0.4,8,80.0,40.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p2,0.4,9,80.0,60.0,30.0,40.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p2,0.4,10,80.0,60.0,30.0,50.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p3,0.9,1,80.0,60.0,20.0,40.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p3,0.9,2,80.0,60.0,30.0,40.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p3,0.9,3,80.0,60.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p3,0.9,4,80.0,60.0,30.0,40.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p3,0.9,5,80.0,50.0,20.0,40.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p3,0.9,6,80.0,60.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p3,0.9,7,80.0,70.0,30.0,50.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p3,0.9,8,80.0,60.0,30.0,70.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p3,0.9,9,70.0,40.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p3,0.9,10,80.0,70.0,40.0,60.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p4,0.1,1,70.0,40.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p4,0.1,2,70.0,50.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p4,0.1,3,70.0,50.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p4,0.1,4,70.0,50.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p4,0.1,5,70.0,50.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p4,0.1,6,70.0,50.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p4,0.1,7,70.0,50.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p4,0.1,8,70.0,50.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p4,0.1,9,70.0,50.0,20.0,30.0
2025/5/1 12:57,t1,Anthropic,claude-3-haiku-20240307,p4,0.1,10,70.0,60.0,30.0,40.0
2025/5/1 15:38,t1,Anthropic,claude-3-7-sonnet-20250219,p1,0.7,1,85.0,70.0,20.0,10.0
2025/5/1 15:38,t1,Anthropic,claude-3-7-sonnet-20250219,p1,0.7,2,80.0,60.0,15.0,10.0
2025/5/1 15:38,t1,Anthropic,claude-3-7-sonnet-20250219,p1,0.7,3,80.0,60.0,20.0,10.0
2025/5/1 15:38,t1,Anthropic,claude-3-7-sonnet-20250219,p1,0.7,4,80.0,65.0,20.0,15.0
2025/5/1 15:39,t1,Anthropic,claude-3-7-sonnet-20250219,p1,0.7,5,75.0,60.0,15.0,10.0
2025/5/1 15:39,t1,Anthropic,claude-3-7-sonnet-20250219,p1,0.7,6,75.0,60.0,15.0,10.0
2025/5/1 15:39,t1,Anthropic,claude-3-7-sonnet-20250219,p1,0.7,7,75.0,60.0,15.0,10.0
2025/5/1 15:39,t1,Anthropic,claude-3-7-sonnet-20250219,p1,0.7,8,85.0,65.0,15.0,10.0
2025/5/1 15:39,t1,Anthropic,claude-3-7-sonnet-20250219,p1,0.7,9,80.0,65.0,20.0,15.0
2025/5/1 15:40,t1,Anthropic,claude-3-7-sonnet-20250219,p1,0.7,10,75.0,60.0,15.0,10.0
2025/5/1 15:44,t1,Anthropic,claude-3-7-sonnet-20250219,p2,0.4,1,75.0,60.0,20.0,15.0
2025/5/1 15:44,t1,Anthropic,claude-3-7-sonnet-20250219,p2,0.4,2,75.0,60.0,20.0,10.0
2025/5/1 15:44,t1,Anthropic,claude-3-7-sonnet-20250219,p2,0.4,3,80.0,65.0,15.0,10.0
2025/5/1 15:45,t1,Anthropic,claude-3-7-sonnet-20250219,p2,0.4,4,75.0,60.0,20.0,10.0
2025/5/1 15:45,t1,Anthropic,claude-3-7-sonnet-20250219,p2,0.4,5,75.0,60.0,20.0,10.0
2025/5/1 15:45,t1,Anthropic,claude-3-7-sonnet-20250219,p2,0.4,6,75.0,60.0,15.0,10.0
2025/5/1 15:45,t1,Anthropic,claude-3-7-sonnet-20250219,p2,0.4,7,75.0,60.0,20.0,10.0
2025/5/1 15:45,t1,Anthropic,claude-3-7-sonnet-20250219,p2,0.4,8,75.0,60.0,15.0,10.0
2025/5/1 15:46,t1,Anthropic,claude-3-7-sonnet-20250219,p2,0.4,9,75.0,60.0,15.0,10.0
2025/5/1 15:46,t1,Anthropic,claude-3-7-sonnet-20250219,p2,0.4,10,80.0,60.0,20.0,10.0
2025/5/1 15:50,t1,Anthropic,claude-3-7-sonnet-20250219,p3,0.9,1,80.0,65.0,10.0,5.0
2025/5/1 15:50,t1,Anthropic,claude-3-7-sonnet-20250219,p3,0.9,2,75.0,60.0,15.0,10.0
2025/5/1 15:51,t1,Anthropic,claude-3-7-sonnet-20250219,p3,0.9,3,80.0,60.0,20.0,10.0
2025/5/1 15:51,t1,Anthropic,claude-3-7-sonnet-20250219,p3,0.9,4,85.0,70.0,15.0,5.0
2025/5/1 15:51,t1,Anthropic,claude-3-7-sonnet-20250219,p3,0.9,5,80.0,65.0,20.0,10.0
2025/5/1 15:51,t1,Anthropic,claude-3-7-sonnet-20250219,p3,0.9,6,75.0,60.0,15.0,5.0
2025/5/1 15:51,t1,Anthropic,claude-3-7-sonnet-20250219,p3,0.9,7,80.0,60.0,20.0,10.0
2025/5/1 15:52,t1,Anthropic,claude-3-7-sonnet-20250219,p3,0.9,8,85.0,60.0,10.0,5.0
2025/5/1 15:52,t1,Anthropic,claude-3-7-sonnet-20250219,p3,0.9,9,75.0,60.0,20.0,10.0
